iso3,year,GDP,logGDP,hdicode_x,region_x,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII Rank,Gender Inequality Index (value),"Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Maternal Mortality Ratio (deaths per 100,000 live births)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, total (millions)_x","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)",GII_Category,hdicode_y,region_y,"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",GDI Group,Gender Development Index (value),"Gross National Income Per Capita, female (2021 PPP$)","Gross National Income Per Capita, male (2021 PPP$)",HDI female (value),HDI male (value),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)","Population, total (millions)_y",GDI_gap,GDI_gap_abs,A woman can apply for a passport in the same way as a man (1=yes; 0=no),A woman can be head of household in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),A woman can get a job in the same way as a man (1=yes; 0=no),A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can register a business in the same way as a man (1=yes; 0=no),A woman can sign a contract in the same way as a man (1=yes; 0=no),A woman can travel outside her home in the same way as a man (1=yes; 0=no),A woman can travel outside the country in the same way as a man (1=yes; 0=no),A woman can work at night in the same way as a man (1=yes; 0=no),A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),A woman can work in an industrial job in the same way as a man (1=yes; 0=no),A woman has the same rights to remarry as a man (1=yes; 0=no),Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),Dismissal of pregnant workers is prohibited (1=yes; 0=no),Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Law prohibits discrimination in employment based on gender (1=yes; 0=no),Men and married women have equal ownership rights to immovable property (1=yes; 0=no),Paid leave is available to fathers (1=yes; 0=no),Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),The government administers 100% of maternity leave benefits (1=yes; 0=no),The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),The mandatory retirement age for men and women is the same (1=yes; 0=no),There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),There is legislation on sexual harassment in employment (1=yes; 0=no),There is legislation specifically addressing domestic violence (1=yes; 0=no),There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),There is paid parental leave (1=yes; 0=no),Gender Inequality Index (value)_shifted
CHL,2001,9775.553235057996,9.1876399801889,Very High,LAC,59.205,,0.435,36.78,73.95,34.0168561,67.47333527,70.83666738,15.683849,8.928571429,91.07142857,MB,Very High,LAC,13.23072481,13.42854977,,0.938,9793.550193,25536.45157,0.747165572,0.796531592,80.567,74.491,9.202010863,9.462363627,15.683849,0.062000000000000055,0.062000000000000055,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.433
CHN,2001,3208.585838413541,8.073585570273108,High,EAP,6.104,,0.215,67.49,80.12,55.31018239,44.90700111,61.88799896,1278.725063,21.78284182,78.21715818,VB,High,EAP,9.642576694,10.67834425,,0.92,3311.209371,5116.052829,0.580598461,0.631270551,75.287,70.235,5.6400002,6.751000071,1278.725063,0.07999999999999996,0.07999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.224
COL,2001,6934.882843084629,8.844319439035164,High,LAC,94.082,,,53.55,82.68,94.13931153,,,39.7092625,12.16730038,87.83269962,,High,LAC,12.2825551,12.02976036,,0.976,7281.272828,14235.86955,0.670326627,0.686580667,75.526,67.072,6.865644789,6.973226248,39.7092625,0.02400000000000002,0.02400000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
COM,2001,1866.186535734794,7.531652341970976,Medium,SSA,90.544,,,31.17,53.84,434.8211319,,,0.54722,0.0,100.0,,Medium,SSA,7.681964874,9.230319977,,0.825,1929.432728,4204.372509,0.422673217,0.512192373,61.261,58.053,2.095108286,3.74874939,0.54722,0.17500000000000004,0.17500000000000004,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
COD,2001,403.9842859018356,6.001375980922085,Low,SSA,124.559,,,,,660.8545412,22.6712195,49.58959065,52.132646,,,,Low,SSA,5.815350726,8.212319,,,,,,,54.127,50.306,3.6595161,7.028363229,52.132646,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
COG,2001,3748.446749152697,8.229096832933902,Medium,SSA,124.571,,,,,641.4069866,26.32916622,44.97031028,3.2725375,12.0,88.0,,Medium,SSA,8.298082542,9.675683784,,,,,,,56.441,55.283,6.206840065,8.708065115,3.2725375,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
CRI,2001,8190.07440906283,9.0106782621615,Very High,LAC,77.475,,0.408,41.65,79.84,37.11868086,36.87910965,36.37474086,4.008947,19.29824561,80.70175439,MB,Very High,LAC,11.95785366,11.29180747,,0.968,9171.216028,18792.74447,0.710230939,0.733976015,80.2,75.009,7.773388202,7.541456657,4.008947,0.03200000000000003,0.03200000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.443
CIV,2001,2961.762872613492,7.9935399351117375,Medium,SSA,139.284,,,,,495.4502624,14.29092627,25.4223948,18.178913,8.520179372,91.47982063,,Medium,SSA,5.386349233,7.837778536,,,,,,,52.495,50.432,2.435404335,3.853489164,18.178913,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,
HRV,2001,11654.2135278182,9.363423069812344,Very High,,16.728,,0.191,42.46,57.89,10.53485056,71.87000275,85.70999908,4.3010745,16.2037037,83.7962963,VB,Very High,,13.73184967,13.35988998,,0.958,16540.44137,28669.7726,0.766597702,0.800501893,77.783,70.832,9.149999619,10.81000042,4.3010745,0.04200000000000004,0.04200000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.188
CYP,2001,22868.671875,10.037523212527738,Very High,,8.297,,0.249,51.81,72.59,32.51077729,59.15250111,67.86000061,0.964127,10.71428571,89.28571429,B,Very High,,12.7055397,12.30904961,,0.961,26143.03455,43861.69259,0.797730198,0.829933106,80.885,75.629,9.577500105,10.6099999,0.964127,0.039000000000000035,0.039000000000000035,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.293
CZE,2001,17711.33552284802,9.781960138596993,Very High,,11.871,,0.166,51.27,69.37,7.629802498,85.95333481,92.77333577,10.231936,14.23487544,85.76512456,VB,Very High,,14.55146027,14.38426018,,0.96,21592.84079,38146.10428,0.808881863,0.842925464,78.513,72.022,10.5666666,11.86999989,10.231936,0.040000000000000036,0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.178
DNK,2001,29462.12329056178,10.290860761097706,Very High,,7.416,,0.07,59.66,70.86,8.203253412,98.97000122,99.44499969,5.358828,37.4301676,62.5698324,VB,Very High,,17.11116982,15.99827957,,0.986,42661.19436,66452.01177,0.8945519,0.907366244,79.212,74.672,12.6474998,12.6224997,5.358828,0.014000000000000012,0.014000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.074
DMA,2001,6784.692651261855,8.82242427297648,High,LAC,55.906,,,,,,29.94000053,23.21999931,0.068288,18.75,81.25,,High,LAC,15.33635687,14.34962001,,,,,,,74.617,69.24,7.880000114,7.619999886,0.068288,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
DOM,2001,6873.183618393007,8.835382686666533,High,LAC,108.811,,0.495,38.57,76.91,68.55595847,44.00999832,43.93999863,8.7202835,14.52513966,85.47486034,MB,High,LAC,11.47747108,11.21135873,,0.953,6116.290281,14777.7637,0.642011816,0.673584362,73.948,67.327,6.576876335,6.506554346,8.7202835,0.04700000000000004,0.04700000000000004,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.507
ECU,2001,5998.875086225475,8.699327245003477,High,LAC,90.25,,0.498,54.73,84.31,116.0968548,40.97000122,42.06000137,12.9107405,14.63414634,85.36585366,MB,High,LAC,,,,,6376.557772,11396.53426,,,75.667,69.536,7.143529415,7.62176466,12.9107405,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.511
EGY,2001,5650.051962130596,8.63942002093547,High,AS,54.317,,0.61,20.16,68.59,75.65370595,40.79500008,50.67499924,74.652029,2.422907489,97.57709251,NB,High,AS,10.45436954,11.24437046,,0.854,4088.940517,16689.35591,0.579485734,0.678945075,69.948,65.319,5.554999828,7.139999866,74.652029,0.14600000000000002,0.14600000000000002,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.622
SLV,2001,4542.925871727613,8.421326548595157,Medium,LAC,99.147,,0.487,44.5,79.1,47.48990173,29.90999985,35.68000031,5.96806,9.523809524,90.47619048,MB,Medium,LAC,10.84620953,11.37090969,,0.93,4709.979296,10230.13944,0.583803589,0.627928547,72.505,63.382,4.295714378,5.576428447,5.96806,0.06999999999999995,0.06999999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.491
GNQ,2001,11626.72311666225,9.36106144456053,Medium,SSA,183.977,,,,,390.0892285,,,0.7498355,5.0,95.0,,Medium,SSA,5.406341421,7.411158734,,,,,,,55.183,52.468,,,0.7498355,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
ERI,2001,1683.684418587934,7.428739777352319,Low,SSA,84.915,,,,,654.1255432,,,2.3120785,14.66666667,85.33333333,,Low,SSA,6.371109962,8.556170464,,,,,,,59.972,56.691,,,2.3120785,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,
EST,2001,10309.99788074259,9.240869371457405,Very High,,24.307,,0.253,52.31,65.26,22.34298291,89.02685776,91.91205139,1.3881715,17.82178218,82.17821782,B,Very High,,16.5990696,14.75806999,,1.035,13496.11505,21723.38853,0.813964078,0.786763061,76.512,65.145,12.44500001,12.2233332,1.3881715,-0.03499999999999992,0.03499999999999992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.267
SWZ,2001,4480.903150672275,8.407579901223466,Medium,SSA,108.057,,,,,600.2800399,27.111638,31.06557286,1.0510645,6.315789474,93.68421053,,Medium,SSA,9.112709999,9.854660034,,,,,,,47.597,45.019,5.170671668,5.558297443,1.0510645,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
ETH,2001,509.1193018258642,6.232682373813363,Low,SSA,155.407,,0.704,61.25,83.13,955.1063072,3.823384956,9.168293868,69.487762,7.796101949,92.20389805,NB,Low,SSA,3.811860085,5.614099979,,0.74,625.2363255,1095.594384,0.258172898,0.349047954,52.079,50.777,0.920704915,2.212956476,69.487762,0.26,0.26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,
FJI,2001,5805.135819747299,8.666498290886244,High,EAP,42.325,,0.405,36.85,78.53,46.63998437,51.42272741,52.63636398,0.849596,15.53398058,84.46601942,MB,High,EAP,12.39875002,11.94956093,,0.923,4902.392361,13695.93425,0.636713823,0.690045895,68.627,64.029,8.227272901,8.571818265,0.849596,0.07699999999999996,0.07699999999999996,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.409
FIN,2001,27801.02482814015,10.232828163320844,Very High,,10.672,,0.092,58.53,68.42,7.291064804,66.09203339,69.38483238,5.187971,36.5,63.5,VB,Very High,,18.77684975,17.21986961,,0.997,40898.16938,61943.63973,0.901254334,0.9043785,81.536,74.582,11.6184619,11.67076918,5.187971,0.0030000000000000027,0.0030000000000000027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.088
FRA,2001,27349.74458590024,10.21646246908258,Very High,,11.994,,0.183,48.87,62.71,9.31055788,65.07857077,72.52357183,59.9051275,10.91314031,89.08685969,VB,Very High,,15.07553005,14.63249016,,0.982,36494.6043,61657.5546,0.846118611,0.861594092,82.939,75.431,9.367142711,9.992143154,59.9051275,0.018000000000000016,0.018000000000000016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.195
GAB,2001,13555.62853893349,9.514557130384365,High,SSA,127.116,,0.553,53.8,69.02,243.3943599,43.904,30.108,1.3095885,10.90047393,89.09952607,NB,High,SSA,11.19800214,11.89769717,,0.976,17940.45286,30271.20361,0.647473879,0.663383576,63.367,60.559,7.19,5.406,1.3095885,0.02400000000000002,0.02400000000000002,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.557
GMB,2001,1822.979650978492,7.508227612234845,Low,SSA,114.117,,,,,747.8372645,7.048281328,19.69771856,1.495011,2.040816327,97.95918367,,Low,SSA,5.563390824,6.479416921,,,,,,,59.278,55.379,1.417282737,3.349946506,1.495011,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GEO,2001,3440.728179170338,8.143438407957774,Very High,ECA,35.732,,0.396,58.24,75.9,45.31297896,89.22408033,92.38926617,4.2096365,7.234042553,92.76595745,B,Very High,ECA,12.66530991,13.09403992,,0.931,3548.343002,8972.37457,0.681340062,0.731488606,73.865,66.457,11.71799109,12.03963572,4.2096365,0.06899999999999995,0.06899999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.425
DEU,2001,28677.19085911322,10.2638573421867,Very High,,13.282,,0.122,49.29,66.19,7.16769718,98.28407401,98.49066117,81.9338845,30.47619048,69.52380952,VB,Very High,,15.96607471,16.49307251,,0.948,36451.73835,64657.1689,0.8787589,0.92715258,81.273,75.279,11.96356815,13.77040482,81.9338845,0.052000000000000046,0.052000000000000046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.125
GHA,2001,2397.30067027407,7.782098662643895,Medium,SSA,82.309,,0.601,71.71,75.65,469.9509413,37.53600063,59.69561498,20.1670685,9.0,91.0,NB,Medium,SSA,6.40237999,7.310989857,,0.847,2813.20472,3866.087438,0.446391045,0.527306271,59.614,57.179,3.936431947,6.958951694,20.1670685,0.15300000000000002,0.15300000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.606
GRC,2001,20306.08783666337,9.918676013502525,Very High,,11.701,,0.218,39.03,63.53,3.63298437,49.5539986,55.50869518,10.8431635,8.666666667,91.33333333,VB,Very High,,15.76574993,15.20448017,,0.957,21655.29881,45773.8433,0.815804627,0.852709102,81.788,76.059,8.844603823,9.640050123,10.8431635,0.04300000000000004,0.04300000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.208
GRD,2001,7282.708419543951,8.89325810765427,High,LAC,53.556,,,,,40.31337681,,,0.107987,17.85714286,82.14285714,,High,LAC,,,,,,,,,75.853,70.362,,,0.107987,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GTM,2001,4821.545984658286,8.480849899322418,Medium,LAC,110.035,,0.575,46.19,88.54,140.3176142,14.85500002,18.90499973,11.969422,8.849557522,91.15044248,NB,Medium,LAC,8.186591851,9.130526728,,0.895,5041.817662,12532.91061,0.53154872,0.594172872,70.644,64.356,3.4499446,4.354189784,11.969422,0.10499999999999998,0.10499999999999998,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.584
GIN,2001,1250.970597147958,7.131675006711849,Low,SSA,146.167,,,,,942.877708,5.069285733,16.73500034,8.53996,8.771929825,91.22807018,,Low,SSA,4.216441125,6.927088678,,,,,,,53.281,52.034,0.693571423,2.316428593,8.53996,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
GNB,2001,1063.572283039083,6.9693885994571785,Low,SSA,124.062,,,,,1203.179774,,,1.261273,7.843137255,92.15686275,,Low,SSA,,,,,,,,,53.198,48.868,,,1.261273,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
GUY,2001,6131.296829943914,8.721161561195846,High,LAC,100.087,,,,,189.8385067,32.67404961,28.52737827,0.7644775,18.46153846,81.53846154,,High,LAC,10.53428386,10.03625786,,,,,,,67.837,61.285,6.140096429,5.990894271,0.7644775,,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
HTI,2001,2229.843967133869,7.709686892111031,Medium,LAC,72.754,,0.593,53.11,64.92,416.8093717,15.55269559,24.3054438,8.455918,9.090909091,90.90909091,NB,Medium,LAC,9.575260835,10.79263617,,0.872,2429.163024,3901.904999,0.46660787,0.535344708,60.361,56.823,2.878691744,4.752566145,8.455918,0.128,0.128,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,
HND,2001,2645.254775441247,7.880522663071838,Medium,LAC,125.721,,0.535,42.55,84.83,76.95634147,20.47999954,20.25,6.757993,9.375,90.625,MB,Medium,LAC,9.740507687,8.865549789,,0.941,2623.237281,6133.625029,0.538598467,0.572514167,70.732,66.406,4.682884629,4.645195451,6.757993,0.05900000000000005,0.05900000000000005,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.539
HKG,2001,28808.84593137829,10.26843776935809,Very High,,4.243,,,50.67,72.95,,62.09000015,71.16999817,6.7742385,,,,Very High,,12.75010459,13.04941015,,0.948,30792.2638,58519.52638,0.823089282,0.868424906,84.023,78.102,9.795000076,11.01999998,6.7742385,0.052000000000000046,0.052000000000000046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
HUN,2001,13211.82706090925,9.48886769687833,Very High,,22.103,,0.272,41.13,57.72,13.60226957,83.76000214,91.5,10.16669,8.29015544,91.70984456,B,Very High,,14.99532986,14.40474987,,0.983,17285.77976,28698.51725,0.783412833,0.797026464,76.553,68.189,9.789999962,10.77999973,10.16669,0.017000000000000015,0.017000000000000015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.283
ISL,2001,31885.45107342645,10.36990510553425,Very High,,20.478,,0.134,78.47,88.45,3.994398088,94.05438418,96.30103671,0.2850525,34.92063492,65.07936508,VB,Very High,,17.78499031,16.33119011,,0.986,37705.82035,57686.4657,0.902352232,0.915127659,82.742,78.112,11.71886918,12.06447233,0.2850525,0.014000000000000012,0.014000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.142
IND,2001,2199.539104369214,7.696003119384639,Medium,SA,112.043,,0.65,37.71,78.45,371.2745673,24.12663678,42.77306275,1077.898575,8.917197452,91.08280255,NB,Medium,SA,7.699210167,9.827759743,,0.786,1660.929425,4566.599643,0.44520691,0.566353252,64.277,62.102,3.287869517,5.569235969,1077.898575,0.21399999999999997,0.21399999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.671
